freq,cohmat_rav_AT,cohmat_rav_LT,cohmat_rav_BT,cohmat_rav_HT,cohmat_rav_SM,cohmat_rav_SM_BT,cohmat_rav_SM_LT,cohmat_rav_SM_HT,cohmat_ravs_AT,cohmat_ravs_LT,cohmat_ravs_BT,cohmat_ravs_HT,cohmat_ravs_SM,cohmat_ravs_SM_BT,cohmat_ravs_SM_LT,cohmat_ravs_SM_HT,cohmat_rrav_AT,cohmat_rrav_LT,cohmat_rrav_BT,cohmat_rrav_HT,cohmat_rrav_SM,cohmat_rrav_SM_BT,cohmat_rrav_SM_LT,cohmat_rrav_SM_HT,cohmat_rrav2_AT,cohmat_rrav2_LT,cohmat_rrav2_BT,cohmat_rrav2_HT,cohmat_rrav2_SM,cohmat_rrav2_SM_BT,cohmat_rrav2_SM_LT,cohmat_rrav2_SM_HT,cohmat_rravs_AT,cohmat_rravs_LT,cohmat_rravs_BT,cohmat_rravs_HT,cohmat_rravs_SM,cohmat_rravs_SM_BT,cohmat_rravs_SM_LT,cohmat_rravs_SM_HT,cohmat_rravs2_AT,cohmat_rravs2_LT,cohmat_rravs2_BT,cohmat_rravs2_HT,cohmat_rravs2_SM,cohmat_rravs2_SM_BT,cohmat_rravs2_SM_LT,cohmat_rravs2_SM_HT,cohmat_rrv_AT,cohmat_rrv_LT,cohmat_rrv_BT,cohmat_rrv_HT,cohmat_rrv_SM,cohmat_rrv_SM_BT,cohmat_rrv_SM_LT,cohmat_rrv_SM_HT,cohmat_rrv2_AT,cohmat_rrv2_LT,cohmat_rrv2_BT,cohmat_rrv2_HT,cohmat_rrv2_SM,cohmat_rrv2_SM_BT,cohmat_rrv2_SM_LT,cohmat_rrv2_SM_HT,cohmat_rrvs_AT,cohmat_rrvs_LT,cohmat_rrvs_BT,cohmat_rrvs_HT,cohmat_rrvs_SM,cohmat_rrvs_SM_BT,cohmat_rrvs_SM_LT,cohmat_rrvs_SM_HT,cohmat_rrvs2_AT,cohmat_rrvs2_LT,cohmat_rrvs2_BT,cohmat_rrvs2_HT,cohmat_rrvs2_SM,cohmat_rrvs2_SM_BT,cohmat_rrvs2_SM_LT,cohmat_rrvs2_SM_HT,cohmat_rs_AT,cohmat_rs_LT,cohmat_rs_BT,cohmat_rs_HT,cohmat_rs_SM,cohmat_rs_SM_BT,cohmat_rs_SM_LT,cohmat_rs_SM_HT,cohmat_sinusoidal_AT,cohmat_sinusoidal_LT,cohmat_sinusoidal_BT,cohmat_sinusoidal_HT,cohmat_sinusoidal_SM,cohmat_sinusoidal_SM_BT,cohmat_sinusoidal_SM_LT,cohmat_sinusoidal_SM_HT
0.0,0.22432243174357294,0.15749434496887443,0.12058844743920724,0.0716111463897197,0.12452114010475972,0.0870914396886027,0.1593215470724365,0.04810343973217608,0.26134507060107576,0.18823412164643621,0.14873786103364217,0.12453200574678232,0.1308223651714771,0.07992009781767505,0.11255697755960037,0.062301804732915175,0.2681794780921313,0.09432964161270575,0.28714569027099324,0.1499962599773414,0.17112306595525825,0.12887331272674185,0.1336874586259048,0.11962842096434603,0.2343031989194496,0.1228574404718034,0.2297667743658133,0.20475582178459945,0.16302331115575092,0.19592028858201707,0.20854130362453294,0.16418213820812255,0.20915165228698407,0.18679628831487383,0.1992064419201447,0.21567446749155036,0.12342796084800571,0.19822156360731985,0.19833611000547657,0.14211100630024517,0.23707403299853474,0.2434518193115489,0.10242864732783911,0.21360114322784957,0.16122239147755318,0.12425741758374435,0.1575595085772898,0.16015309657177199,0.31023555516336115,0.13177056705771104,0.14447103680784174,0.15139920279626162,0.08752299960014367,0.14824993266259012,0.16720808535331025,0.09818186807507281,0.34447266537757754,0.1617538317987994,0.16286623831048175,0.115885544601525,0.07092711537679922,0.08453489837414524,0.10512198736907145,0.14087124218407004,0.2975400360276143,0.12052749432698522,0.18236418794928036,0.28034573908171645,0.17021063085502242,0.13946774504302686,0.1595636425868266,0.18746208009047435,0.3385588450112742,0.23043160667596557,0.1584927211764621,0.17988680385426153,0.21347593800320946,0.14235737691641057,0.16808155888459947,0.10289111899114003,0.2885311914902085,0.20182135753542566,0.06630698176969817,0.07283934127704264,0.08665287510930193,0.07134130494421924,0.32397750812570386,0.1320725333065455,0.816872135253424,0.006166482998700141,3.2172883865815935e-05,0.0007473962276164203,0.008569085462013376,0.04084571264302269,0.005056735748230762,0.05762138887705952
0.015625,0.1792200336516934,0.19484998520808633,0.10266765326850755,0.15570992939717546,0.1691236908097904,0.11604340123731804,0.20389052307349664,0.10727438995255159,0.24601371694656504,0.19776509606114184,0.1533791649235241,0.2038757077500229,0.1951008318176059,0.11697499467279407,0.16291775828001914,0.17134107014408326,0.2094155712022867,0.13391785236316064,0.18349267942034928,0.13821790467942832,0.1744191907178762,0.1383936729934612,0.13507500707535341,0.13406146123833868,0.15147777694753575,0.12459053459379395,0.1289542797642269,0.17810782277939244,0.15454335695042143,0.13359784631258703,0.16892645671276937,0.1452373382405289,0.16084035382426803,0.17321332878939724,0.16041682269036234,0.13108635144740854,0.10103980481196181,0.16359126620194325,0.13759582539492837,0.15957827323097534,0.1655151969738634,0.13353535029673333,0.1529611530548052,0.1726589317834527,0.10413735890909745,0.12660985781629733,0.1551432738285551,0.22784587976402743,0.15575589613683177,0.12069840429403937,0.15044412159257994,0.10482079161979099,0.11299792969811728,0.1824912245514175,0.1922479312502849,0.12846056121432975,0.20092574406004057,0.15952880280441753,0.15287446706635754,0.13202150063351495,0.11275393639860576,0.13305399096049841,0.09375213674568693,0.1469706720989899,0.1505467952723998,0.1556226668260453,0.17558077542280667,0.15983074961638394,0.13984094519847007,0.13213460663520904,0.1424214114712082,0.13088072521980226,0.16433204998703438,0.2021023890660219,0.14638981262679002,0.15240483978413,0.16901365480333436,0.17429917740453496,0.11507328415296736,0.13599903649819117,0.1784579906483891,0.2473194616611118,0.20512247021317717,0.2112021704090961,0.17307134259863907,0.19885864528085267,0.21859240477638048,0.19272317196366434,0.13330604427083068,0.026225826241541166,0.013538951051006559,0.07237233309023092,0.1302250526595209,0.029867085146793676,0.26206444691510744,0.08583678921201178
0.03125,0.22504586909643137,0.16147699391924075,0.1898227271462158,0.3161385949019444,0.15775410485832755,0.18064381609723706,0.20134488221858554,0.27440361718206424,0.13988615940890675,0.1528421750336747,0.23121401908193043,0.2953579946740955,0.14238935048762622,0.13991141743348462,0.16522974880238867,0.24945205538558285,0.20201549962415513,0.13579738453544918,0.15431830344290012,0.14554078941403076,0.20523113107065183,0.1493279856815221,0.11050716733309392,0.14045139776764734,0.14276182398123444,0.1410113543652641,0.15811570329205255,0.18267860284333365,0.11729343552891507,0.12242193879433678,0.17353910984936563,0.1954719867121712,0.16816104362894363,0.14298350965859702,0.17067848679283235,0.11796450479996086,0.09856844341812741,0.13581334935331357,0.15575018636655819,0.09295143265772607,0.2078295422393314,0.14751915422177245,0.18755793533087073,0.1798381378789391,0.10271380140498261,0.13608197314247436,0.21874768639888137,0.21409420088285733,0.110965752841283,0.18126449984788165,0.244598725592888,0.241332928440314,0.18276764069518361,0.10378872534442503,0.17490107488632353,0.20263477261104698,0.15732991494626652,0.15960375598923038,0.12162162566507084,0.1652664406908832,0.13974278624082226,0.15942332694236575,0.17965388509749788,0.12990084563031284,0.23117458835738552,0.11902889791700702,0.19193335346725554,0.10291708488533198,0.1386641478853091,0.17678866264921672,0.0910190299295158,0.17049903959962434,0.15152851218323277,0.1927807863632253,0.1240747358449017,0.16703628971512136,0.18495108026997964,0.15701117942325044,0.12538731509736273,0.13785370488864349,0.13695851850587887,0.185423219115866,0.1631612325405006,0.2710509170933183,0.21942414909393332,0.18720064541309614,0.2678436425183007,0.1859020608776379,0.0030588151061341777,0.16115115499951144,0.013839294780324193,0.4930407341156287,0.059836542277431716,0.04327882170632734,0.0829975073553019,0.0770504745398545
0.046875,0.18064740530235274,0.11383150848994066,0.11208880042711049,0.1498510325964386,0.11236863508716241,0.10790947636366403,0.15080816653082524,0.09880523830816294,0.19025340838995947,0.17487987042175532,0.16285852021419753,0.3075701877279545,0.19326556964425212,0.08047631636016664,0.10198491906306986,0.1279269586849572,0.22878276367376546,0.144764606553831,0.2828181370200084,0.22083279383138094,0.16250253186127114,0.16101213163555647,0.13695383675421735,0.18879004448083553,0.15502505817913387,0.19755619845442574,0.18300184485713444,0.19907855931447566,0.1327127691501337,0.12092947596934293,0.19142138722657293,0.15174136476688194,0.11624006126139357,0.1593099091074485,0.14465325904722912,0.18861861901126242,0.08247111620179488,0.1548817747621832,0.12175758394668608,0.18103876422983317,0.21072433134614213,0.21676804986653925,0.11876773745345792,0.1587637316054756,0.07693114237338247,0.15404572394083188,0.12125738893323423,0.19225701969038464,0.1591816048920363,0.19479865355901643,0.36672374172958383,0.2579269993992964,0.18135705809875186,0.17023929480866742,0.18689993940495808,0.2135420846915994,0.18587809386830492,0.1767690527706785,0.1825000841103806,0.24354484049981032,0.14701382252821488,0.10446229810421455,0.13964205341657335,0.14243065917817507,0.17406388761418884,0.1599493138668277,0.21326374410980206,0.16156925064387598,0.14988124889101434,0.15811341947968705,0.11758120284515598,0.1456167539599556,0.18562510722642153,0.22125818091071436,0.18918342607565364,0.18880269426087862,0.16359909698705072,0.165635875956945,0.13563011291183322,0.14967551802594586,0.13085722926894633,0.15078469188332747,0.21127667409947765,0.23250999800425337,0.1245641961601095,0.10611499489539644,0.15413439932346343,0.10938414080364704,0.006083619751900577,0.03029139844466499,0.015788737388392135,0.01421607931115674,0.10214112488388175,0.05153823266486426,0.05352096038379097,0.09990178543407696
0.0625,0.13133653277744897,0.15730064051831455,0.21277008670457004,0.16351246883472886,0.13124512551369075,0.09653929532208706,0.15714701591788843,0.0913873728582949,0.12917878165743943,0.1535213980019455,0.2488143851812354,0.2879111862716138,0.12966775719148965,0.09824157921186498,0.15246720282927045,0.08465565515903797,0.15977606873013184,0.16672029629395008,0.30797377969226425,0.2786111328402637,0.16926274691722631,0.12373644363356803,0.1210376791688236,0.11720689362601125,0.17802529586414712,0.20474852734441326,0.19354747304897424,0.23903166865055372,0.11063636014161726,0.10548980676246338,0.137522811977974,0.11181074493990446,0.19616854321404442,0.19934480645598426,0.15598789817202752,0.17192948891822862,0.06679684186278761,0.10714445528463837,0.12500270205529548,0.10879936272069049,0.19647068606724225,0.24847871228291085,0.1685106145105843,0.21522950391778,0.07408044094665488,0.10418832385596781,0.10773819327450593,0.11062758082232083,0.14706961748886938,0.2833317296961702,0.4079884799955266,0.32302242589239494,0.12333861625832725,0.07312839246111999,0.08917612980114345,0.11126626207746963,0.22030117426768517,0.18266133158403242,0.32756011098241944,0.29902999077786896,0.12462686525402053,0.07550808600462529,0.1613263948548,0.07540183403822065,0.18129104948528485,0.21424618635815063,0.26337693201282464,0.1569786529639429,0.12497755782207465,0.14855355414930643,0.13671938928912372,0.13856230601865427,0.1908260495748721,0.19574096499745133,0.21638841694188365,0.19153076747508405,0.14127644165405123,0.11029165517679725,0.11312359762648963,0.12383834876153839,0.17478210032548575,0.189420887372556,0.1804800839261479,0.23681784046905255,0.09694601507168925,0.14113013682271452,0.1509991298292416,0.08425389901358854,0.04351921320880011,0.04063074858786284,0.01697649016184039,0.021717365265383044,0.0021518789712644476,0.014251255957567113,0.03251195538933649,0.017962908840238722
0.078125,0.17252201608193152,0.12874855207401836,0.126873643868049,0.11969836385777169,0.18030759562503929,0.16350882596756827,0.16457010630640978,0.18529001166562215,0.18689723943024789,0.17109347920468237,0.24709861970408417,0.18881568200475934,0.1792909028642791,0.1876448319073827,0.25189825107002256,0.15995403145243398,0.1341017452963069,0.2174310169476971,0.43790989154322313,0.36623095304130016,0.16237083829406274,0.18793690942949787,0.15149351380154746,0.1585479211986675,0.21206788261922777,0.20979624595927682,0.30499844885334465,0.32502933015523183,0.17918730179116765,0.1572247874228803,0.22926278037710865,0.1935294054103055,0.1401882242011944,0.15641947962266267,0.19331746359979338,0.13205544240070552,0.16673425139959858,0.1609058136321238,0.18928543253680716,0.19188619535937365,0.1588406180281388,0.17956793029568477,0.23215423414556505,0.2814948708065358,0.11154705626906931,0.17640037129454625,0.20738616775260404,0.193381971558669,0.13092838254414368,0.23103802925980405,0.35666656401027935,0.5415058470800763,0.07934277832336231,0.1134906747348227,0.15137400497920814,0.10201537961914878,0.18499167371842562,0.22582622518764386,0.3461792212811357,0.3814925245759123,0.1571803268904583,0.1845291104182339,0.17029030728069497,0.16245607794086642,0.19389830127126623,0.14667491118333761,0.32139740712622816,0.28120335348391784,0.1678882848729057,0.22436673210655575,0.17981273326276476,0.18863501937084276,0.23362887239562605,0.16936275743619714,0.16268612350048733,0.3007050743199845,0.16370502565448625,0.15558363211247725,0.17677999234813854,0.18545296829869,0.2819756355231795,0.15744139409462182,0.1987091860113301,0.2549014287612028,0.14635527322808267,0.23351364598507343,0.2130508509636142,0.1590219954110144,0.06757274564100288,0.11141142130905624,0.020908095798806044,0.03163043307014033,0.009462751069385992,0.012471690589959377,0.010422340196042938,0.01242445300133916
0.09375,0.13807564259608524,0.1687449563333256,0.15402006423640607,0.13637379627450313,0.11400581935577173,0.12922067415680932,0.1309859908816915,0.09799779167726194,0.13730012860053015,0.1500237885400221,0.24273399571128662,0.29681749358576603,0.16205667609092686,0.10613146462507932,0.12094381169450046,0.10363207518185498,0.16652769354937638,0.19696253044107886,0.5603656900607702,0.5696451504142721,0.11211564159883076,0.14821892823172408,0.1275291184895324,0.09256652749066245,0.2155027758921717,0.21242189794923144,0.3210976513589816,0.4553459466897857,0.14597196215823288,0.09650863308324269,0.16237517831606435,0.11976015420919266,0.15589672227742238,0.11904606093017019,0.22859659553219167,0.23361278962843826,0.09208594741479084,0.09145887330536659,0.10470656582352551,0.09987324577558757,0.1314738875783668,0.23719690293419765,0.2825881414946827,0.3207361533142864,0.07979127383286645,0.0971339468704061,0.17131369890509876,0.1088634319247109,0.18060524128510722,0.17272082940150074,0.4321753322723027,0.6909571760686802,0.16159987868349596,0.13545842381159423,0.08705255955681461,0.19250212954033452,0.20011311978634497,0.18810648273936692,0.44621089935588804,0.5058990388543221,0.17833307444984212,0.2252172286087411,0.11961436748699125,0.18943213396433953,0.19846611568942826,0.1845484102336457,0.3453766308642455,0.40105059981539465,0.07902662447414181,0.12253869719972803,0.14374646824113185,0.13315284537785704,0.20850192838663567,0.19303502168453482,0.2136173331296764,0.2910053150935631,0.14862037526728814,0.10002207161124568,0.12969346233349355,0.09728347657296832,0.20401169464187027,0.1881243838887535,0.21982895646948908,0.34573234021525445,0.07420219753793138,0.10298298934358396,0.09826950105983506,0.10354595427860327,0.06214157988202248,0.21141249203051457,0.09710712131859164,0.020314193674837337,0.01549262561351509,0.011748635884622594,0.005154524688992289,0.011370901627546252
0.109375,0.1359073323173949,0.15640153191879785,0.16314087940666688,0.11598047822169388,0.13837049092758502,0.16021879593773458,0.14010699790964778,0.13418826920560212,0.16129494344046516,0.14687476659060772,0.29072763969247584,0.19585131519600912,0.15523478829020093,0.11613496661311651,0.18221922312767252,0.13786750226082645,0.19904265497057988,0.2649800105027531,0.6446701593824062,0.7286093557407731,0.15164224319446318,0.30413166696203736,0.22716464970507788,0.5232095768724625,0.1488967472908061,0.2891731597317742,0.3768574148286585,0.49192053720355106,0.1377059968560274,0.17678099024253913,0.18270682560768833,0.39132756914673605,0.14132199183685099,0.22931025480486814,0.3710546089998572,0.4150230525693314,0.11142941469917325,0.2666732351198767,0.138176771403205,0.41081716850473127,0.2075573045985868,0.2587171236681751,0.3136251982340156,0.3924380952216224,0.11379746776502597,0.19881243164265605,0.2107925746361266,0.2992676213153493,0.2043452484585467,0.25704541105747364,0.6042322683320344,0.7959359165477464,0.278915121846789,0.4133259521397551,0.262883856998013,0.7631898793118082,0.26579946039916547,0.24607988906254535,0.4878415036569576,0.5458129549735904,0.14063069715769663,0.2522472527124786,0.23231376327618408,0.42954927940352305,0.27953350035335217,0.25255346630116976,0.3554211693305006,0.4400178436914454,0.10214353249998549,0.18037371172004582,0.16959510443138032,0.3937066033117945,0.278754179156443,0.18132919869923952,0.2244573611382787,0.33331296069011046,0.16807752376485732,0.21393107216124513,0.1262413250567748,0.18462734989923804,0.20800261408168846,0.15200431845244583,0.3047005523804378,0.19619408722311688,0.268863625435866,0.1283365028913998,0.13827623958517288,0.16043427794296247,0.04559242795518578,0.01017000709517794,0.39655301358825773,0.0006722944806844982,0.11512259726138914,0.0003379432717142294,0.03390108082586319,0.0013782404508805796
0.125,0.17724446989291157,0.1643335488240399,0.1988301727780973,0.20798757893218714,0.18056340712501828,0.13672127588765542,0.13902769101505635,0.16071463156540922,0.1323718874012052,0.16940581941859453,0.301541960651713,0.2293803202151524,0.1706722268839394,0.1488900589949034,0.1396019058105577,0.11807550157718665,0.3635880775278394,0.40388817422581313,0.7899368866937322,0.8183091266491909,0.2535930616269556,0.46772532443032533,0.2877644006064063,0.8114239990356162,0.22974495807337564,0.25565656339887477,0.4958241334308683,0.6959659017715947,0.10586097022148908,0.24607932728193266,0.2245896106934621,0.5785062466387132,0.304580803923825,0.3339025846812872,0.510497373287599,0.5360929920860578,0.18080052315914458,0.3084640181736043,0.24842480520685237,0.4103152586426691,0.24836726096985404,0.25220998756970864,0.3813777505701855,0.41864873738427333,0.08693720164132235,0.23041696160119365,0.19545968460690227,0.31980580636369854,0.4221939081289351,0.3286779715993918,0.7182349466575738,0.8936905992806601,0.33683390338596314,0.5230676486495252,0.4066262869370568,0.8840347721828927,0.479783588137912,0.2935249859961294,0.6300203869869913,0.7302523263251928,0.19132396669537607,0.35181832974897803,0.2536593349315407,0.6072979685629308,0.31918460921957625,0.2561010998056185,0.5063712313461579,0.5291220697390965,0.15221576421082805,0.3055579031459178,0.23061008052348217,0.5445505173816043,0.2825141029708374,0.2272147003693062,0.27222733466785354,0.46650443594422225,0.17713325552248974,0.23479892916679712,0.14215917095835176,0.4145119073500337,0.20847546384234877,0.1459196120593934,0.21967798336854485,0.23654956119048215,0.21393856347720147,0.17747890135102978,0.16720108915270532,0.14793918473689965,0.02997245410641347,0.04741321262880629,0.8210105442511125,0.0009099099343802824,0.14566516323383777,0.0024980110360668236,0.04955286019272354,0.00043064071699909224
0.140625,0.1493730800709847,0.16252948613900683,0.22650021087893885,0.11002654689873141,0.11120276697938902,0.09927425039750663,0.15294183406105344,0.14390744016164775,0.22957735647272984,0.1594685315558971,0.2777222090378458,0.12625778152510816,0.19313091757542564,0.06797209749626312,0.127270803122449,0.15658016511598688,0.6241417174904058,0.6094456148055228,0.873961187532687,0.9008097816332497,0.2731812930782902,0.6116273364903165,0.4600187016963983,0.8833791335458099,0.2689970400269235,0.2757193915947587,0.632380723375172,0.7714219469911845,0.1441099153064546,0.32621962752014333,0.27649587400404696,0.6868748450258164,0.44152532601963984,0.5123605593252434,0.6070106510075405,0.5821268551858362,0.24837335874014155,0.4457172343268672,0.39918467132270763,0.6186840484208427,0.27937197643440553,0.2807554942464223,0.440627415637225,0.5361953120960555,0.1090698153233105,0.29447971832169734,0.18918459332757323,0.40805691047085907,0.8088085511776416,0.6637784529668391,0.9113604535253268,0.9526892964166249,0.5257855620215808,0.7862298723361947,0.49679038100970824,0.9573904610534303,0.5917635736484727,0.25701046444317743,0.5895244546248531,0.8383443527906863,0.11288530151690465,0.2958539925520942,0.26167790131936525,0.6215896686623232,0.5784191429578761,0.4202498121711583,0.649381684759161,0.6407860583960912,0.24205789671563532,0.49272361957894795,0.3044232430377061,0.5957157426362972,0.35934709606522397,0.26698771297687574,0.3379288395710103,0.5422549910342702,0.21562402444574785,0.23624794839853439,0.17076941200338386,0.463403100735035,0.16912028980102037,0.19486014961991552,0.2078190583769317,0.12922091223983284,0.11992346180218172,0.14382578103671415,0.1726171251607242,0.159136183367397,0.020861537655663523,0.07071443688394224,0.9514564180320992,0.0006492644601886171,0.014920321293038701,0.016004864796016156,0.23068837537687994,0.002986753708398882
0.15625,0.1264522044760649,0.15152962565878872,0.10171120150670805,0.20569645634369352,0.19301006659019979,0.17349332734550216,0.182467055442105,0.23041332759307567,0.1577397004962448,0.15310244338125675,0.21067961200185734,0.21476625380174905,0.13599568038793894,0.12944241771500511,0.1523408312159419,0.20394732742065358,0.7787881899838954,0.7863559227888434,0.9192379109907345,0.9430496578078909,0.37518589354961596,0.6724591389346296,0.6072577700134774,0.9118563756093581,0.3969840308170064,0.38313779414071975,0.6704585760990431,0.7947821156024689,0.16744244306752273,0.35940020485873614,0.2581427300937525,0.7455460706278978,0.6336063412792369,0.6068949279631962,0.7209096988527609,0.6931030731240402,0.3154655451923937,0.5543369370134572,0.4267859621330703,0.7202239386705906,0.3355092598276691,0.3388844778031378,0.4409474984807926,0.5989593303177501,0.1799023107737525,0.35265458505493597,0.17535019428410972,0.475314965578999,0.9287737198463499,0.8488731967988393,0.9561523663462695,0.9791174086361792,0.5301543749998799,0.8443477942924345,0.6274580505555027,0.966148025417924,0.7250379522016847,0.401696517190372,0.6894682472650625,0.8752392360661607,0.1552469197847553,0.49296518150951185,0.3734571389023261,0.7288334462070873,0.6454170135361448,0.5466659664354987,0.7786582833821948,0.7403614217535821,0.3029370155923948,0.5690529372134224,0.47342800674109026,0.6637218221348247,0.43342506390696756,0.3181845231110581,0.443535190958109,0.5830714195665971,0.1673972289091593,0.29281288518100335,0.15900662379714967,0.4220855796507278,0.10653169632334691,0.18558886479750616,0.14012832437415054,0.277028333332232,0.1752569562714161,0.18346009190051107,0.13814438512014962,0.1613107296168569,0.49222963388201296,0.05489830830838953,0.9857674675335447,0.2825376969348373,0.008180479493589875,0.0069041369238683715,0.040515815096340606,0.14325909141923726
